"Statistic","Date","County","UNIT","VALUE"
"Staying Local Indicator","2021 January 11","Limerick","%","64.1"
"Staying Local Indicator","2021 January 11","Waterford","%","64.4"
"Staying Local Indicator","2021 January 12","State","%","66.2"
"Staying Local Indicator","2021 January 12","Cavan","%","58"
"Staying Local Indicator","2021 January 12","Donegal","%","56.1"
"Staying Local Indicator","2021 January 12","Leitrim","%","55.4"
"Staying Local Indicator","2021 January 12","Louth","%","67.9"
"Staying Local Indicator","2021 January 12","Monaghan","%","60.3"
"Staying Local Indicator","2021 January 12","Sligo","%","57.3"
"Staying Local Indicator","2021 January 12","Laois","%","58.9"
"Staying Local Indicator","2021 January 12","Longford","%","57.4"
"Staying Local Indicator","2021 January 12","Offaly","%","59"
"Staying Local Indicator","2021 January 12","Westmeath","%","63.3"
"Staying Local Indicator","2021 January 12","Mayo","%","53.3"
"Staying Local Indicator","2021 January 12","Roscommon","%","53"
"Staying Local Indicator","2021 January 12","Dublin","%","78.6"
"Staying Local Indicator","2021 January 12","Kildare","%","64.4"
"Staying Local Indicator","2021 January 12","Meath","%","65.1"
"Staying Local Indicator","2021 January 12","Wicklow","%","67.5"
"Staying Local Indicator","2021 January 12","Clare","%","58.6"
"Staying Local Indicator","2021 January 12","Carlow","%","55.6"
"Staying Local Indicator","2021 January 12","Kilkenny","%","61"
"Staying Local Indicator","2021 January 12","Tipperary","%","54.8"
"Staying Local Indicator","2021 January 12","Wexford","%","60.8"
"Staying Local Indicator","2021 January 12","Kerry","%","58.8"
"Staying Local Indicator","2021 January 12","Cork","%","65"
"Staying Local Indicator","2021 January 12","Galway","%","59.4"
"Staying Local Indicator","2021 January 12","Limerick","%","64.1"
"Staying Local Indicator","2021 January 12","Waterford","%","64.7"
"Staying Local Indicator","2021 January 13","State","%","66.3"
"Staying Local Indicator","2021 January 13","Cavan","%","58"
"Staying Local Indicator","2021 January 13","Donegal","%","56.2"
"Staying Local Indicator","2021 January 13","Leitrim","%","55.5"
"Staying Local Indicator","2021 January 13","Louth","%","67.9"
"Staying Local Indicator","2021 January 13","Monaghan","%","60.2"
"Staying Local Indicator","2021 January 13","Sligo","%","57.3"
"Staying Local Indicator","2021 January 13","Laois","%","59.1"
"Staying Local Indicator","2021 January 13","Longford","%","57.7"
"Staying Local Indicator","2021 January 13","Offaly","%","59.2"
"Staying Local Indicator","2021 January 13","Westmeath","%","63.3"
"Staying Local Indicator","2021 January 13","Mayo","%","53.5"
"Staying Local Indicator","2021 January 13","Roscommon","%","53.2"
"Staying Local Indicator","2021 January 13","Dublin","%","78.8"
"Staying Local Indicator","2021 January 13","Kildare","%","64.6"
"Staying Local Indicator","2021 January 13","Meath","%","65.3"
"Staying Local Indicator","2021 January 13","Wicklow","%","67.7"
"Staying Local Indicator","2021 January 13","Clare","%","58.8"
"Staying Local Indicator","2021 January 13","Carlow","%","55.7"
"Staying Local Indicator","2021 January 13","Kilkenny","%","61"
"Staying Local Indicator","2021 January 13","Tipperary","%","54.9"
"Staying Local Indicator","2021 January 13","Wexford","%","60.8"
"Staying Local Indicator","2021 January 13","Kerry","%","58.9"
"Staying Local Indicator","2021 January 13","Cork","%","65.2"
"Staying Local Indicator","2021 January 13","Galway","%","59.7"
"Staying Local Indicator","2021 January 13","Limerick","%","64.1"
"Staying Local Indicator","2021 January 13","Waterford","%","64.8"
"Staying Local Indicator","2021 January 14","State","%","66.2"
"Staying Local Indicator","2021 January 14","Cavan","%","57.8"
"Staying Local Indicator","2021 January 14","Donegal","%","56.1"
"Staying Local Indicator","2021 January 14","Leitrim","%","55.2"
"Staying Local Indicator","2021 January 14","Louth","%","67.7"
"Staying Local Indicator","2021 January 14","Monaghan","%","59.7"
"Staying Local Indicator","2021 January 14","Sligo","%","56.8"
"Staying Local Indicator","2021 January 14","Laois","%","58.9"
"Staying Local Indicator","2021 January 14","Longford","%","57.5"
"Staying Local Indicator","2021 January 14","Offaly","%","58.9"
"Staying Local Indicator","2021 January 14","Westmeath","%","63"
"Staying Local Indicator","2021 January 14","Mayo","%","53.1"
"Staying Local Indicator","2021 January 14","Roscommon","%","52.8"
"Staying Local Indicator","2021 January 14","Dublin","%","78.7"
"Staying Local Indicator","2021 January 14","Kildare","%","64.4"
"Staying Local Indicator","2021 January 14","Meath","%","65.1"
"Staying Local Indicator","2021 January 14","Wicklow","%","67.9"
"Staying Local Indicator","2021 January 14","Clare","%","58.5"
"Staying Local Indicator","2021 January 14","Carlow","%","55.5"
"Staying Local Indicator","2021 January 14","Kilkenny","%","60.6"
"Staying Local Indicator","2021 January 14","Tipperary","%","54.8"
"Staying Local Indicator","2021 January 14","Wexford","%","60.6"
"Staying Local Indicator","2021 January 14","Kerry","%","58.5"
"Staying Local Indicator","2021 January 14","Cork","%","65.1"
"Staying Local Indicator","2021 January 14","Galway","%","59.6"
"Staying Local Indicator","2021 January 14","Limerick","%","63.9"
"Staying Local Indicator","2021 January 14","Waterford","%","64.5"
"Staying Local Indicator","2021 January 15","State","%","66.2"
"Staying Local Indicator","2021 January 15","Cavan","%","57.6"
"Staying Local Indicator","2021 January 15","Donegal","%","56.3"
"Staying Local Indicator","2021 January 15","Leitrim","%","55.1"
"Staying Local Indicator","2021 January 15","Louth","%","67.6"
"Staying Local Indicator","2021 January 15","Monaghan","%","59.7"
"Staying Local Indicator","2021 January 15","Sligo","%","56.9"
"Staying Local Indicator","2021 January 15","Laois","%","58.8"
"Staying Local Indicator","2021 January 15","Longford","%","57.3"
"Staying Local Indicator","2021 January 15","Offaly","%","58.7"
"Staying Local Indicator","2021 January 15","Westmeath","%","63.1"
"Staying Local Indicator","2021 January 15","Mayo","%","53.4"
"Staying Local Indicator","2021 January 15","Roscommon","%","52.9"
"Staying Local Indicator","2021 January 15","Dublin","%","78.8"
"Staying Local Indicator","2021 January 15","Kildare","%","64.5"
"Staying Local Indicator","2021 January 15","Meath","%","65.1"
"Staying Local Indicator","2021 January 15","Wicklow","%","67.9"
"Staying Local Indicator","2021 January 15","Clare","%","58.6"
"Staying Local Indicator","2021 January 15","Carlow","%","55.5"
"Staying Local Indicator","2021 January 15","Kilkenny","%","60.7"
"Staying Local Indicator","2021 January 15","Tipperary","%","54.8"
"Staying Local Indicator","2021 January 15","Wexford","%","60.5"
"Staying Local Indicator","2021 January 15","Kerry","%","58.4"
"Staying Local Indicator","2021 January 15","Cork","%","65.3"
"Staying Local Indicator","2021 January 15","Galway","%","59.8"
"Staying Local Indicator","2021 January 15","Limerick","%","63.8"
"Staying Local Indicator","2021 January 15","Waterford","%","64.5"
"Staying Local Indicator","2021 January 16","State","%","66.1"
"Staying Local Indicator","2021 January 16","Cavan","%","57.3"
"Staying Local Indicator","2021 January 16","Donegal","%","56.2"
"Staying Local Indicator","2021 January 16","Leitrim","%","54.9"
"Staying Local Indicator","2021 January 16","Louth","%","67.3"
"Staying Local Indicator","2021 January 16","Monaghan","%","59.5"
"Staying Local Indicator","2021 January 16","Sligo","%","56.6"
"Staying Local Indicator","2021 January 16","Laois","%","58.8"
"Staying Local Indicator","2021 January 16","Longford","%","57.2"
"Staying Local Indicator","2021 January 16","Offaly","%","58.8"
"Staying Local Indicator","2021 January 16","Westmeath","%","62.9"
"Staying Local Indicator","2021 January 16","Mayo","%","53.2"
"Staying Local Indicator","2021 January 16","Roscommon","%","52.6"
"Staying Local Indicator","2021 January 16","Dublin","%","78.8"
"Staying Local Indicator","2021 January 16","Kildare","%","64.3"
"Staying Local Indicator","2021 January 16","Meath","%","64.9"
"Staying Local Indicator","2021 January 16","Wicklow","%","67.7"
"Staying Local Indicator","2021 January 16","Clare","%","58.4"
"Staying Local Indicator","2021 January 16","Carlow","%","55.4"
"Staying Local Indicator","2021 January 16","Kilkenny","%","60.6"
"Staying Local Indicator","2021 January 16","Tipperary","%","54.7"
"Staying Local Indicator","2021 January 16","Wexford","%","60.4"
"Staying Local Indicator","2021 January 16","Kerry","%","58.4"
"Staying Local Indicator","2021 January 16","Cork","%","65.2"
"Staying Local Indicator","2021 January 16","Galway","%","59.7"
"Staying Local Indicator","2021 January 16","Limerick","%","63.6"
"Staying Local Indicator","2021 January 16","Waterford","%","64.4"
"Staying Local Indicator","2021 January 17","State","%","66.1"
"Staying Local Indicator","2021 January 17","Cavan","%","57.1"
"Staying Local Indicator","2021 January 17","Donegal","%","56.1"
"Staying Local Indicator","2021 January 17","Leitrim","%","54.6"
"Staying Local Indicator","2021 January 17","Louth","%","67.1"
"Staying Local Indicator","2021 January 17","Monaghan","%","59.3"
"Staying Local Indicator","2021 January 17","Sligo","%","56.6"
"Staying Local Indicator","2021 January 17","Laois","%","58.6"
"Staying Local Indicator","2021 January 17","Longford","%","56.9"
"Staying Local Indicator","2021 January 17","Offaly","%","58.7"
"Staying Local Indicator","2021 January 17","Westmeath","%","62.6"
"Staying Local Indicator","2021 January 17","Mayo","%","53.1"
"Staying Local Indicator","2021 January 17","Roscommon","%","52.4"
"Staying Local Indicator","2021 January 17","Dublin","%","78.9"
"Staying Local Indicator","2021 January 17","Kildare","%","64.2"
"Staying Local Indicator","2021 January 17","Meath","%","64.7"
"Staying Local Indicator","2021 January 17","Wicklow","%","67.7"
"Staying Local Indicator","2021 January 17","Clare","%","58.1"
"Staying Local Indicator","2021 January 17","Carlow","%","55.5"
"Staying Local Indicator","2021 January 17","Kilkenny","%","60.5"
"Staying Local Indicator","2021 January 17","Tipperary","%","54.6"
"Staying Local Indicator","2021 January 17","Wexford","%","60.1"
"Staying Local Indicator","2021 January 17","Kerry","%","58.2"
"Staying Local Indicator","2021 January 17","Cork","%","65.1"
"Staying Local Indicator","2021 January 17","Galway","%","59.6"
"Staying Local Indicator","2021 January 17","Limerick","%","63.4"
"Staying Local Indicator","2021 January 17","Waterford","%","64.3"
"Staying Local Indicator","2021 January 18","State","%","66"
"Staying Local Indicator","2021 January 18","Cavan","%","57.1"
"Staying Local Indicator","2021 January 18","Donegal","%","56"
"Staying Local Indicator","2021 January 18","Leitrim","%","54.3"
"Staying Local Indicator","2021 January 18","Louth","%","66.9"
"Staying Local Indicator","2021 January 18","Monaghan","%","59"
"Staying Local Indicator","2021 January 18","Sligo","%","56.4"
"Staying Local Indicator","2021 January 18","Laois","%","58.5"
"Staying Local Indicator","2021 January 18","Longford","%","56.6"
"Staying Local Indicator","2021 January 18","Offaly","%","58.6"
"Staying Local Indicator","2021 January 18","Westmeath","%","62.5"
"Staying Local Indicator","2021 January 18","Mayo","%","52.8"
"Staying Local Indicator","2021 January 18","Roscommon","%","52.1"
"Staying Local Indicator","2021 January 18","Dublin","%","78.8"
"Staying Local Indicator","2021 January 18","Kildare","%","64.2"
"Staying Local Indicator","2021 January 18","Meath","%","64.7"
"Staying Local Indicator","2021 January 18","Wicklow","%","67.7"
"Staying Local Indicator","2021 January 18","Clare","%","57.9"
"Staying Local Indicator","2021 January 18","Carlow","%","55.6"
"Staying Local Indicator","2021 January 18","Kilkenny","%","60.6"
"Staying Local Indicator","2021 January 18","Tipperary","%","54.4"
"Staying Local Indicator","2021 January 18","Wexford","%","60"
"Staying Local Indicator","2021 January 18","Kerry","%","57.8"
"Staying Local Indicator","2021 January 18","Cork","%","65.2"
"Staying Local Indicator","2021 January 18","Galway","%","59.6"
"Staying Local Indicator","2021 January 18","Limerick","%","63.2"
"Staying Local Indicator","2021 January 18","Waterford","%","64.3"
"Staying Local Indicator","2021 January 19","State","%","65.8"
"Staying Local Indicator","2021 January 19","Cavan","%","56.9"
"Staying Local Indicator","2021 January 19","Donegal","%","55.9"
"Staying Local Indicator","2021 January 19","Leitrim","%","54.1"
"Staying Local Indicator","2021 January 19","Louth","%","66.8"
"Staying Local Indicator","2021 January 19","Monaghan","%","58.7"
"Staying Local Indicator","2021 January 19","Sligo","%","56.1"
"Staying Local Indicator","2021 January 19","Laois","%","58.2"
"Staying Local Indicator","2021 January 19","Longford","%","56.1"
"Staying Local Indicator","2021 January 19","Offaly","%","58.2"
"Staying Local Indicator","2021 January 19","Westmeath","%","62.1"
"Staying Local Indicator","2021 January 19","Mayo","%","52.3"
"Staying Local Indicator","2021 January 19","Roscommon","%","51.6"
"Staying Local Indicator","2021 January 19","Dublin","%","78.7"
"Staying Local Indicator","2021 January 19","Kildare","%","63.9"
"Staying Local Indicator","2021 January 19","Meath","%","64.5"
"Staying Local Indicator","2021 January 19","Wicklow","%","67.4"
"Staying Local Indicator","2021 January 19","Clare","%","57.7"
"Staying Local Indicator","2021 January 19","Carlow","%","55.2"
"Staying Local Indicator","2021 January 19","Kilkenny","%","60.3"
"Staying Local Indicator","2021 January 19","Tipperary","%","54.1"
"Staying Local Indicator","2021 January 19","Wexford","%","59.8"
"Staying Local Indicator","2021 January 19","Kerry","%","57.5"
"Staying Local Indicator","2021 January 19","Cork","%","65.1"
"Staying Local Indicator","2021 January 19","Galway","%","59.4"
"Staying Local Indicator","2021 January 19","Limerick","%","63"
"Staying Local Indicator","2021 January 19","Waterford","%","64.2"
"Staying Local Indicator","2021 January 20","State","%","65.8"
"Staying Local Indicator","2021 January 20","Cavan","%","57.3"
"Staying Local Indicator","2021 January 20","Donegal","%","55.8"
"Staying Local Indicator","2021 January 20","Leitrim","%","53.8"
"Staying Local Indicator","2021 January 20","Louth","%","66.8"
"Staying Local Indicator","2021 January 20","Monaghan","%","58.8"
"Staying Local Indicator","2021 January 20","Sligo","%","56.1"
"Staying Local Indicator","2021 January 20","Laois","%","58.5"
"Staying Local Indicator","2021 January 20","Longford","%","56"
