"Statistic","Date","County","UNIT","VALUE"
"Staying Local Indicator","2020 August 02","Cavan","%","46.5"
"Staying Local Indicator","2020 August 02","Donegal","%","45.4"
"Staying Local Indicator","2020 August 02","Leitrim","%","43.7"
"Staying Local Indicator","2020 August 02","Louth","%","56.5"
"Staying Local Indicator","2020 August 02","Monaghan","%","47.7"
"Staying Local Indicator","2020 August 02","Sligo","%","45.2"
"Staying Local Indicator","2020 August 02","Laois","%","46.2"
"Staying Local Indicator","2020 August 02","Longford","%","47.8"
"Staying Local Indicator","2020 August 02","Offaly","%","46.2"
"Staying Local Indicator","2020 August 02","Westmeath","%","51.7"
"Staying Local Indicator","2020 August 02","Mayo","%","41.4"
"Staying Local Indicator","2020 August 02","Roscommon","%","42.3"
"Staying Local Indicator","2020 August 02","Dublin","%","66.4"
"Staying Local Indicator","2020 August 02","Kildare","%","49"
"Staying Local Indicator","2020 August 02","Meath","%","50"
"Staying Local Indicator","2020 August 02","Wicklow","%","51.3"
"Staying Local Indicator","2020 August 02","Clare","%","44.4"
"Staying Local Indicator","2020 August 02","Carlow","%","42.1"
"Staying Local Indicator","2020 August 02","Kilkenny","%","47.8"
"Staying Local Indicator","2020 August 02","Tipperary","%","44"
"Staying Local Indicator","2020 August 02","Wexford","%","45.5"
"Staying Local Indicator","2020 August 02","Kerry","%","44.6"
"Staying Local Indicator","2020 August 02","Cork","%","50.4"
"Staying Local Indicator","2020 August 02","Galway","%","47.6"
"Staying Local Indicator","2020 August 02","Limerick","%","52"
"Staying Local Indicator","2020 August 02","Waterford","%","53.3"
"Staying Local Indicator","2020 August 03","State","%","53.3"
"Staying Local Indicator","2020 August 03","Cavan","%","46.8"
"Staying Local Indicator","2020 August 03","Donegal","%","45.4"
"Staying Local Indicator","2020 August 03","Leitrim","%","44"
"Staying Local Indicator","2020 August 03","Louth","%","56.6"
"Staying Local Indicator","2020 August 03","Monaghan","%","48"
"Staying Local Indicator","2020 August 03","Sligo","%","45.1"
"Staying Local Indicator","2020 August 03","Laois","%","46.7"
"Staying Local Indicator","2020 August 03","Longford","%","48"
"Staying Local Indicator","2020 August 03","Offaly","%","46.7"
"Staying Local Indicator","2020 August 03","Westmeath","%","52"
"Staying Local Indicator","2020 August 03","Mayo","%","41.5"
"Staying Local Indicator","2020 August 03","Roscommon","%","42.7"
"Staying Local Indicator","2020 August 03","Dublin","%","66"
"Staying Local Indicator","2020 August 03","Kildare","%","49.3"
"Staying Local Indicator","2020 August 03","Meath","%","50.3"
"Staying Local Indicator","2020 August 03","Wicklow","%","51.8"
"Staying Local Indicator","2020 August 03","Clare","%","44.4"
"Staying Local Indicator","2020 August 03","Carlow","%","42.2"
"Staying Local Indicator","2020 August 03","Kilkenny","%","47.9"
"Staying Local Indicator","2020 August 03","Tipperary","%","44.3"
"Staying Local Indicator","2020 August 03","Wexford","%","45.8"
"Staying Local Indicator","2020 August 03","Kerry","%","44.5"
"Staying Local Indicator","2020 August 03","Cork","%","50.3"
"Staying Local Indicator","2020 August 03","Galway","%","47.5"
"Staying Local Indicator","2020 August 03","Limerick","%","51.9"
"Staying Local Indicator","2020 August 03","Waterford","%","53.2"
"Staying Local Indicator","2020 August 04","State","%","53.6"
"Staying Local Indicator","2020 August 04","Cavan","%","47"
"Staying Local Indicator","2020 August 04","Donegal","%","45.8"
"Staying Local Indicator","2020 August 04","Leitrim","%","44.3"
"Staying Local Indicator","2020 August 04","Louth","%","56.9"
"Staying Local Indicator","2020 August 04","Monaghan","%","48.6"
"Staying Local Indicator","2020 August 04","Sligo","%","45.6"
"Staying Local Indicator","2020 August 04","Laois","%","47.1"
"Staying Local Indicator","2020 August 04","Longford","%","48.2"
"Staying Local Indicator","2020 August 04","Offaly","%","47"
"Staying Local Indicator","2020 August 04","Westmeath","%","52.3"
"Staying Local Indicator","2020 August 04","Mayo","%","41.9"
"Staying Local Indicator","2020 August 04","Roscommon","%","43.1"
"Staying Local Indicator","2020 August 04","Dublin","%","66.3"
"Staying Local Indicator","2020 August 04","Kildare","%","49.7"
"Staying Local Indicator","2020 August 04","Meath","%","50.6"
"Staying Local Indicator","2020 August 04","Wicklow","%","52.1"
"Staying Local Indicator","2020 August 04","Clare","%","44.7"
"Staying Local Indicator","2020 August 04","Carlow","%","42.4"
"Staying Local Indicator","2020 August 04","Kilkenny","%","48.1"
"Staying Local Indicator","2020 August 04","Tipperary","%","44.6"
"Staying Local Indicator","2020 August 04","Wexford","%","46.2"
"Staying Local Indicator","2020 August 04","Kerry","%","44.7"
"Staying Local Indicator","2020 August 04","Cork","%","50.6"
"Staying Local Indicator","2020 August 04","Galway","%","47.8"
"Staying Local Indicator","2020 August 04","Limerick","%","52.4"
"Staying Local Indicator","2020 August 04","Waterford","%","53.5"
"Staying Local Indicator","2020 August 05","State","%","53.8"
"Staying Local Indicator","2020 August 05","Cavan","%","47.3"
"Staying Local Indicator","2020 August 05","Donegal","%","46"
"Staying Local Indicator","2020 August 05","Leitrim","%","44.6"
"Staying Local Indicator","2020 August 05","Louth","%","57.2"
"Staying Local Indicator","2020 August 05","Monaghan","%","49"
"Staying Local Indicator","2020 August 05","Sligo","%","45.7"
"Staying Local Indicator","2020 August 05","Laois","%","47.5"
"Staying Local Indicator","2020 August 05","Longford","%","48.5"
"Staying Local Indicator","2020 August 05","Offaly","%","47.4"
"Staying Local Indicator","2020 August 05","Westmeath","%","52.5"
"Staying Local Indicator","2020 August 05","Mayo","%","41.9"
"Staying Local Indicator","2020 August 05","Roscommon","%","43.5"
"Staying Local Indicator","2020 August 05","Dublin","%","66.8"
"Staying Local Indicator","2020 August 05","Kildare","%","50"
"Staying Local Indicator","2020 August 05","Meath","%","50.8"
"Staying Local Indicator","2020 August 05","Wicklow","%","52.4"
"Staying Local Indicator","2020 August 05","Clare","%","44.8"
"Staying Local Indicator","2020 August 05","Carlow","%","42.7"
"Staying Local Indicator","2020 August 05","Kilkenny","%","48.3"
"Staying Local Indicator","2020 August 05","Tipperary","%","44.9"
"Staying Local Indicator","2020 August 05","Wexford","%","46.4"
"Staying Local Indicator","2020 August 05","Kerry","%","44.4"
"Staying Local Indicator","2020 August 05","Cork","%","50.6"
"Staying Local Indicator","2020 August 05","Galway","%","47.9"
"Staying Local Indicator","2020 August 05","Limerick","%","52.7"
"Staying Local Indicator","2020 August 05","Waterford","%","53.5"
"Staying Local Indicator","2020 August 06","State","%","54"
"Staying Local Indicator","2020 August 06","Cavan","%","47.4"
"Staying Local Indicator","2020 August 06","Donegal","%","45.7"
"Staying Local Indicator","2020 August 06","Leitrim","%","44.9"
"Staying Local Indicator","2020 August 06","Louth","%","57.2"
"Staying Local Indicator","2020 August 06","Monaghan","%","49.1"
"Staying Local Indicator","2020 August 06","Sligo","%","45.7"
"Staying Local Indicator","2020 August 06","Laois","%","47.9"
"Staying Local Indicator","2020 August 06","Longford","%","48.5"
"Staying Local Indicator","2020 August 06","Offaly","%","47.7"
"Staying Local Indicator","2020 August 06","Westmeath","%","52.7"
"Staying Local Indicator","2020 August 06","Mayo","%","41.9"
"Staying Local Indicator","2020 August 06","Roscommon","%","43.3"
"Staying Local Indicator","2020 August 06","Dublin","%","67.1"
"Staying Local Indicator","2020 August 06","Kildare","%","50.3"
"Staying Local Indicator","2020 August 06","Meath","%","51"
"Staying Local Indicator","2020 August 06","Wicklow","%","52.6"
"Staying Local Indicator","2020 August 06","Clare","%","44.9"
"Staying Local Indicator","2020 August 06","Carlow","%","42.6"
"Staying Local Indicator","2020 August 06","Kilkenny","%","48.6"
"Staying Local Indicator","2020 August 06","Tipperary","%","45.2"
"Staying Local Indicator","2020 August 06","Wexford","%","46.5"
"Staying Local Indicator","2020 August 06","Kerry","%","44.2"
"Staying Local Indicator","2020 August 06","Cork","%","50.8"
"Staying Local Indicator","2020 August 06","Galway","%","47.9"
"Staying Local Indicator","2020 August 06","Limerick","%","53.1"
"Staying Local Indicator","2020 August 06","Waterford","%","53.7"
"Staying Local Indicator","2020 August 07","State","%",""
"Staying Local Indicator","2020 August 07","Cavan","%",""
"Staying Local Indicator","2020 August 07","Donegal","%",""
"Staying Local Indicator","2020 August 07","Leitrim","%",""
"Staying Local Indicator","2020 August 07","Louth","%",""
"Staying Local Indicator","2020 August 07","Monaghan","%",""
"Staying Local Indicator","2020 August 07","Sligo","%",""
"Staying Local Indicator","2020 August 07","Laois","%",""
"Staying Local Indicator","2020 August 07","Longford","%",""
"Staying Local Indicator","2020 August 07","Offaly","%",""
"Staying Local Indicator","2020 August 07","Westmeath","%",""
"Staying Local Indicator","2020 August 07","Mayo","%",""
"Staying Local Indicator","2020 August 07","Roscommon","%",""
"Staying Local Indicator","2020 August 07","Dublin","%",""
"Staying Local Indicator","2020 August 07","Kildare","%",""
"Staying Local Indicator","2020 August 07","Meath","%",""
"Staying Local Indicator","2020 August 07","Wicklow","%",""
"Staying Local Indicator","2020 August 07","Clare","%",""
"Staying Local Indicator","2020 August 07","Carlow","%",""
"Staying Local Indicator","2020 August 07","Kilkenny","%",""
"Staying Local Indicator","2020 August 07","Tipperary","%",""
"Staying Local Indicator","2020 August 07","Wexford","%",""
"Staying Local Indicator","2020 August 07","Kerry","%",""
"Staying Local Indicator","2020 August 07","Cork","%",""
"Staying Local Indicator","2020 August 07","Galway","%",""
"Staying Local Indicator","2020 August 07","Limerick","%",""
"Staying Local Indicator","2020 August 07","Waterford","%",""
"Staying Local Indicator","2020 August 08","State","%","54.5"
"Staying Local Indicator","2020 August 08","Cavan","%","47.7"
"Staying Local Indicator","2020 August 08","Donegal","%","45.8"
"Staying Local Indicator","2020 August 08","Leitrim","%","45.2"
"Staying Local Indicator","2020 August 08","Louth","%","57.3"
"Staying Local Indicator","2020 August 08","Monaghan","%","49.5"
"Staying Local Indicator","2020 August 08","Sligo","%","45.6"
"Staying Local Indicator","2020 August 08","Laois","%","49.2"
"Staying Local Indicator","2020 August 08","Longford","%","48.6"
"Staying Local Indicator","2020 August 08","Offaly","%","48.8"
"Staying Local Indicator","2020 August 08","Westmeath","%","53"
"Staying Local Indicator","2020 August 08","Mayo","%","41.9"
"Staying Local Indicator","2020 August 08","Roscommon","%","43.4"
"Staying Local Indicator","2020 August 08","Dublin","%","67.9"
"Staying Local Indicator","2020 August 08","Kildare","%","52.3"
"Staying Local Indicator","2020 August 08","Meath","%","51.7"
"Staying Local Indicator","2020 August 08","Wicklow","%","53.4"
"Staying Local Indicator","2020 August 08","Clare","%","45.2"
"Staying Local Indicator","2020 August 08","Carlow","%","43.1"
"Staying Local Indicator","2020 August 08","Kilkenny","%","48.8"
"Staying Local Indicator","2020 August 08","Tipperary","%","45.6"
"Staying Local Indicator","2020 August 08","Wexford","%","46.8"
"Staying Local Indicator","2020 August 08","Kerry","%","43.5"
"Staying Local Indicator","2020 August 08","Cork","%","51.1"
"Staying Local Indicator","2020 August 08","Galway","%","47.9"
"Staying Local Indicator","2020 August 08","Limerick","%","53.6"
"Staying Local Indicator","2020 August 08","Waterford","%","53.7"
"Staying Local Indicator","2020 August 09","State","%","54.8"
"Staying Local Indicator","2020 August 09","Cavan","%","47.9"
"Staying Local Indicator","2020 August 09","Donegal","%","45.8"
"Staying Local Indicator","2020 August 09","Leitrim","%","45.1"
"Staying Local Indicator","2020 August 09","Louth","%","57.4"
"Staying Local Indicator","2020 August 09","Monaghan","%","49.6"
"Staying Local Indicator","2020 August 09","Sligo","%","45.6"
"Staying Local Indicator","2020 August 09","Laois","%","50.3"
"Staying Local Indicator","2020 August 09","Longford","%","48.6"
"Staying Local Indicator","2020 August 09","Offaly","%","49.9"
"Staying Local Indicator","2020 August 09","Westmeath","%","53.4"
"Staying Local Indicator","2020 August 09","Mayo","%","41.6"
"Staying Local Indicator","2020 August 09","Roscommon","%","43.5"
"Staying Local Indicator","2020 August 09","Dublin","%","68.5"
"Staying Local Indicator","2020 August 09","Kildare","%","54"
"Staying Local Indicator","2020 August 09","Meath","%","52"
"Staying Local Indicator","2020 August 09","Wicklow","%","53.7"
"Staying Local Indicator","2020 August 09","Clare","%","45.1"
"Staying Local Indicator","2020 August 09","Carlow","%","43.2"
"Staying Local Indicator","2020 August 09","Kilkenny","%","48.7"
"Staying Local Indicator","2020 August 09","Tipperary","%","45.5"
"Staying Local Indicator","2020 August 09","Wexford","%","46.8"
"Staying Local Indicator","2020 August 09","Kerry","%","43.1"
"Staying Local Indicator","2020 August 09","Cork","%","51.1"
"Staying Local Indicator","2020 August 09","Galway","%","47.8"
"Staying Local Indicator","2020 August 09","Limerick","%","53.6"
"Staying Local Indicator","2020 August 09","Waterford","%","53.5"
"Staying Local Indicator","2020 August 10","State","%","55.2"
"Staying Local Indicator","2020 August 10","Cavan","%","47.8"
"Staying Local Indicator","2020 August 10","Donegal","%","45.7"
"Staying Local Indicator","2020 August 10","Leitrim","%","44.9"
"Staying Local Indicator","2020 August 10","Louth","%","57.7"
"Staying Local Indicator","2020 August 10","Monaghan","%","49.6"
"Staying Local Indicator","2020 August 10","Sligo","%","45.7"
"Staying Local Indicator","2020 August 10","Laois","%","50.8"
"Staying Local Indicator","2020 August 10","Longford","%","48.6"
"Staying Local Indicator","2020 August 10","Offaly","%","50.3"
"Staying Local Indicator","2020 August 10","Westmeath","%","53.5"
"Staying Local Indicator","2020 August 10","Mayo","%","41.5"
"Staying Local Indicator","2020 August 10","Roscommon","%","43.5"
"Staying Local Indicator","2020 August 10","Dublin","%","69.5"
"Staying Local Indicator","2020 August 10","Kildare","%","54.9"
"Staying Local Indicator","2020 August 10","Meath","%","52.1"
"Staying Local Indicator","2020 August 10","Wicklow","%","53.5"
"Staying Local Indicator","2020 August 10","Clare","%","45.1"
"Staying Local Indicator","2020 August 10","Carlow","%","43.3"
"Staying Local Indicator","2020 August 10","Kilkenny","%","48.9"
"Staying Local Indicator","2020 August 10","Tipperary","%","45.4"
"Staying Local Indicator","2020 August 10","Wexford","%","46.6"
"Staying Local Indicator","2020 August 10","Kerry","%","42.6"
"Staying Local Indicator","2020 August 10","Cork","%","51.2"
"Staying Local Indicator","2020 August 10","Galway","%","47.9"
"Staying Local Indicator","2020 August 10","Limerick","%","53.9"
"Staying Local Indicator","2020 August 10","Waterford","%","53.8"
"Staying Local Indicator","2020 August 11","State","%","55.1"
"Staying Local Indicator","2020 August 11","Cavan","%","47.6"
"Staying Local Indicator","2020 August 11","Donegal","%","45"
"Staying Local Indicator","2020 August 11","Leitrim","%","44.5"
"Staying Local Indicator","2020 August 11","Louth","%","57.6"
"Staying Local Indicator","2020 August 11","Monaghan","%","49.4"
"Staying Local Indicator","2020 August 11","Sligo","%","45"
"Staying Local Indicator","2020 August 11","Laois","%","51.3"
"Staying Local Indicator","2020 August 11","Longford","%","48.4"
"Staying Local Indicator","2020 August 11","Offaly","%","50.5"
"Staying Local Indicator","2020 August 11","Westmeath","%","53.5"
"Staying Local Indicator","2020 August 11","Mayo","%","40.9"
"Staying Local Indicator","2020 August 11","Roscommon","%","43.2"
"Staying Local Indicator","2020 August 11","Dublin","%","69.8"
"Staying Local Indicator","2020 August 11","Kildare","%","55.8"
"Staying Local Indicator","2020 August 11","Meath","%","52.2"
"Staying Local Indicator","2020 August 11","Wicklow","%","53.5"
"Staying Local Indicator","2020 August 11","Clare","%","44.8"
"Staying Local Indicator","2020 August 11","Carlow","%","43.1"
"Staying Local Indicator","2020 August 11","Kilkenny","%","48.7"
"Staying Local Indicator","2020 August 11","Tipperary","%","45.2"
"Staying Local Indicator","2020 August 11","Wexford","%","46.1"
"Staying Local Indicator","2020 August 11","Kerry","%","41.9"
"Staying Local Indicator","2020 August 11","Cork","%","50.7"
"Staying Local Indicator","2020 August 11","Galway","%","47.6"
"Staying Local Indicator","2020 August 11","Limerick","%","53.8"
"Staying Local Indicator","2020 August 11","Waterford","%","53.3"
"Staying Local Indicator","2020 August 12","State","%","54.8"
"Staying Local Indicator","2020 August 12","Cavan","%","47.2"
"Staying Local Indicator","2020 August 12","Donegal","%","44.7"
"Staying Local Indicator","2020 August 12","Leitrim","%","43.8"
"Staying Local Indicator","2020 August 12","Louth","%","57.1"
"Staying Local Indicator","2020 August 12","Monaghan","%","48.9"
"Staying Local Indicator","2020 August 12","Sligo","%","44.4"
"Staying Local Indicator","2020 August 12","Laois","%","51.6"
"Staying Local Indicator","2020 August 12","Longford","%","48"
"Staying Local Indicator","2020 August 12","Offaly","%","50.6"
"Staying Local Indicator","2020 August 12","Westmeath","%","53.2"
"Staying Local Indicator","2020 August 12","Mayo","%","40.6"
"Staying Local Indicator","2020 August 12","Roscommon","%","42.8"
"Staying Local Indicator","2020 August 12","Dublin","%","69.5"
"Staying Local Indicator","2020 August 12","Kildare","%","56.6"
"Staying Local Indicator","2020 August 12","Meath","%","51.9"
"Staying Local Indicator","2020 August 12","Wicklow","%","53.3"
"Staying Local Indicator","2020 August 12","Clare","%","44.5"
"Staying Local Indicator","2020 August 12","Carlow","%","42.6"
"Staying Local Indicator","2020 August 12","Kilkenny","%","48.4"
"Staying Local Indicator","2020 August 12","Tipperary","%","44.8"
"Staying Local Indicator","2020 August 12","Wexford","%","45.6"
"Staying Local Indicator","2020 August 12","Kerry","%","41.2"
"Staying Local Indicator","2020 August 12","Cork","%","50.2"
"Staying Local Indicator","2020 August 12","Galway","%","47.1"
"Staying Local Indicator","2020 August 12","Limerick","%","53.4"
"Staying Local Indicator","2020 August 12","Waterford","%","52.8"
"Staying Local Indicator","2020 August 13","State","%","54.9"
"Staying Local Indicator","2020 August 13","Cavan","%","47.1"
"Staying Local Indicator","2020 August 13","Donegal","%","44.6"
"Staying Local Indicator","2020 August 13","Leitrim","%","43.5"
"Staying Local Indicator","2020 August 13","Louth","%","57"
"Staying Local Indicator","2020 August 13","Monaghan","%","48.7"
"Staying Local Indicator","2020 August 13","Sligo","%","44.3"
"Staying Local Indicator","2020 August 13","Laois","%","52"
"Staying Local Indicator","2020 August 13","Longford","%","47.9"
"Staying Local Indicator","2020 August 13","Offaly","%","51"
"Staying Local Indicator","2020 August 13","Westmeath","%","53.2"
"Staying Local Indicator","2020 August 13","Mayo","%","40.5"
"Staying Local Indicator","2020 August 13","Roscommon","%","43.3"
"Staying Local Indicator","2020 August 13","Dublin","%","69.7"
"Staying Local Indicator","2020 August 13","Kildare","%","57.4"
"Staying Local Indicator","2020 August 13","Meath","%","52"
"Staying Local Indicator","2020 August 13","Wicklow","%","53.4"
"Staying Local Indicator","2020 August 13","Clare","%","44.6"
"Staying Local Indicator","2020 August 13","Carlow","%","42.8"
"Staying Local Indicator","2020 August 13","Kilkenny","%","48.3"
"Staying Local Indicator","2020 August 13","Tipperary","%","44.8"
"Staying Local Indicator","2020 August 13","Wexford","%","45.5"
"Staying Local Indicator","2020 August 13","Kerry","%","41.2"
"Staying Local Indicator","2020 August 13","Cork","%","50.2"
"Staying Local Indicator","2020 August 13","Galway","%","47"
"Staying Local Indicator","2020 August 13","Limerick","%","53.4"
"Staying Local Indicator","2020 August 13","Waterford","%","52.6"
"Staying Local Indicator","2020 August 14","State","%","54.6"
"Staying Local Indicator","2020 August 14","Cavan","%","46.5"
"Staying Local Indicator","2020 August 14","Donegal","%","44.3"
"Staying Local Indicator","2020 August 14","Leitrim","%","43"
"Staying Local Indicator","2020 August 14","Louth","%","56.8"
"Staying Local Indicator","2020 August 14","Monaghan","%","48.3"
"Staying Local Indicator","2020 August 14","Sligo","%","43.8"
"Staying Local Indicator","2020 August 14","Laois","%","51.5"
"Staying Local Indicator","2020 August 14","Longford","%","47.6"
"Staying Local Indicator","2020 August 14","Offaly","%","50.6"
"Staying Local Indicator","2020 August 14","Westmeath","%","52.9"
"Staying Local Indicator","2020 August 14","Mayo","%","40.1"
"Staying Local Indicator","2020 August 14","Roscommon","%","43"
"Staying Local Indicator","2020 August 14","Dublin","%","69.4"
"Staying Local Indicator","2020 August 14","Kildare","%","56.8"
"Staying Local Indicator","2020 August 14","Meath","%","51.5"
"Staying Local Indicator","2020 August 14","Wicklow","%","52.9"
"Staying Local Indicator","2020 August 14","Clare","%","44.4"
"Staying Local Indicator","2020 August 14","Carlow","%","42.5"
"Staying Local Indicator","2020 August 14","Kilkenny","%","48.2"
"Staying Local Indicator","2020 August 14","Tipperary","%","44.6"
"Staying Local Indicator","2020 August 14","Wexford","%","45.2"
"Staying Local Indicator","2020 August 14","Kerry","%","41.3"
"Staying Local Indicator","2020 August 14","Cork","%","50.1"
"Staying Local Indicator","2020 August 14","Galway","%","46.8"
"Staying Local Indicator","2020 August 14","Limerick","%","53.3"
"Staying Local Indicator","2020 August 14","Waterford","%","52.5"
"Staying Local Indicator","2020 August 15","State","%","54.5"
"Staying Local Indicator","2020 August 15","Cavan","%","46.2"
"Staying Local Indicator","2020 August 15","Donegal","%","43.9"
"Staying Local Indicator","2020 August 15","Leitrim","%","42.7"
"Staying Local Indicator","2020 August 15","Louth","%","56.6"
"Staying Local Indicator","2020 August 15","Monaghan","%","48.1"
"Staying Local Indicator","2020 August 15","Sligo","%","43.4"
"Staying Local Indicator","2020 August 15","Laois","%","51.2"
"Staying Local Indicator","2020 August 15","Longford","%","47.5"
"Staying Local Indicator","2020 August 15","Offaly","%","50.4"
"Staying Local Indicator","2020 August 15","Westmeath","%","52.6"
"Staying Local Indicator","2020 August 15","Mayo","%","39.7"
"Staying Local Indicator","2020 August 15","Roscommon","%","42.7"
"Staying Local Indicator","2020 August 15","Dublin","%","69.3"
"Staying Local Indicator","2020 August 15","Kildare","%","56.5"
"Staying Local Indicator","2020 August 15","Meath","%","51.3"
"Staying Local Indicator","2020 August 15","Wicklow","%","52.5"
"Staying Local Indicator","2020 August 15","Clare","%","44.2"
"Staying Local Indicator","2020 August 15","Carlow","%","42.4"
"Staying Local Indicator","2020 August 15","Kilkenny","%","48.3"
"Staying Local Indicator","2020 August 15","Tipperary","%","44.5"
"Staying Local Indicator","2020 August 15","Wexford","%","44.9"
"Staying Local Indicator","2020 August 15","Kerry","%","41.3"
"Staying Local Indicator","2020 August 15","Cork","%","50.3"
"Staying Local Indicator","2020 August 15","Galway","%","46.7"
"Staying Local Indicator","2020 August 15","Limerick","%","53.3"
"Staying Local Indicator","2020 August 15","Waterford","%","52.5"
"Staying Local Indicator","2020 August 16","State","%","54.4"
"Staying Local Indicator","2020 August 16","Cavan","%","46"
"Staying Local Indicator","2020 August 16","Donegal","%","43.5"
"Staying Local Indicator","2020 August 16","Leitrim","%","42.4"
"Staying Local Indicator","2020 August 16","Louth","%","56.3"
"Staying Local Indicator","2020 August 16","Monaghan","%","47.8"
"Staying Local Indicator","2020 August 16","Sligo","%","43"
"Staying Local Indicator","2020 August 16","Laois","%","50.8"
"Staying Local Indicator","2020 August 16","Longford","%","47.2"
"Staying Local Indicator","2020 August 16","Offaly","%","50.1"
"Staying Local Indicator","2020 August 16","Westmeath","%","52.2"
"Staying Local Indicator","2020 August 16","Mayo","%","39.4"
"Staying Local Indicator","2020 August 16","Roscommon","%","42.4"
"Staying Local Indicator","2020 August 16","Dublin","%","69.2"
"Staying Local Indicator","2020 August 16","Kildare","%","56.1"
"Staying Local Indicator","2020 August 16","Meath","%","51.2"
"Staying Local Indicator","2020 August 16","Wicklow","%","52.3"
"Staying Local Indicator","2020 August 16","Clare","%","44"
"Staying Local Indicator","2020 August 16","Carlow","%","42.3"
"Staying Local Indicator","2020 August 16","Kilkenny","%","48.6"
"Staying Local Indicator","2020 August 16","Tipperary","%","44.6"
"Staying Local Indicator","2020 August 16","Wexford","%","44.6"
"Staying Local Indicator","2020 August 16","Kerry","%","41.3"
"Staying Local Indicator","2020 August 16","Cork","%","50.5"
"Staying Local Indicator","2020 August 16","Galway","%","46.6"
"Staying Local Indicator","2020 August 16","Limerick","%","53.5"
"Staying Local Indicator","2020 August 16","Waterford","%","52.7"
"Staying Local Indicator","2020 August 17","State","%","54.2"
"Staying Local Indicator","2020 August 17","Cavan","%","45.6"
"Staying Local Indicator","2020 August 17","Donegal","%","43.4"
"Staying Local Indicator","2020 August 17","Leitrim","%","42.3"
"Staying Local Indicator","2020 August 17","Louth","%","56.1"
"Staying Local Indicator","2020 August 17","Monaghan","%","47.5"
"Staying Local Indicator","2020 August 17","Sligo","%","42.7"
"Staying Local Indicator","2020 August 17","Laois","%","50.4"
"Staying Local Indicator","2020 August 17","Longford","%","47"
"Staying Local Indicator","2020 August 17","Offaly","%","49.8"
"Staying Local Indicator","2020 August 17","Westmeath","%","51.9"
"Staying Local Indicator","2020 August 17","Mayo","%","39"
"Staying Local Indicator","2020 August 17","Roscommon","%","42.1"
"Staying Local Indicator","2020 August 17","Dublin","%","68.9"
"Staying Local Indicator","2020 August 17","Kildare","%","55.7"
"Staying Local Indicator","2020 August 17","Meath","%","50.9"
"Staying Local Indicator","2020 August 17","Wicklow","%","52.1"
"Staying Local Indicator","2020 August 17","Clare","%","43.8"
"Staying Local Indicator","2020 August 17","Carlow","%","42.1"
"Staying Local Indicator","2020 August 17","Kilkenny","%","48.6"
"Staying Local Indicator","2020 August 17","Tipperary","%","44.6"
"Staying Local Indicator","2020 August 17","Wexford","%","44.3"
"Staying Local Indicator","2020 August 17","Kerry","%","41.1"
"Staying Local Indicator","2020 August 17","Cork","%","50.5"
"Staying Local Indicator","2020 August 17","Galway","%","46.4"
"Staying Local Indicator","2020 August 17","Limerick","%","53.5"
"Staying Local Indicator","2020 August 17","Waterford","%","52.8"
"Staying Local Indicator","2020 August 18","State","%","53.9"
"Staying Local Indicator","2020 August 18","Cavan","%","45.4"
"Staying Local Indicator","2020 August 18","Donegal","%","43.3"
"Staying Local Indicator","2020 August 18","Leitrim","%","42.4"
"Staying Local Indicator","2020 August 18","Louth","%","55.9"
"Staying Local Indicator","2020 August 18","Monaghan","%","47.2"
"Staying Local Indicator","2020 August 18","Sligo","%","42.7"
"Staying Local Indicator","2020 August 18","Laois","%","50"
"Staying Local Indicator","2020 August 18","Longford","%","46.6"
"Staying Local Indicator","2020 August 18","Offaly","%","49.6"
"Staying Local Indicator","2020 August 18","Westmeath","%","51.6"
"Staying Local Indicator","2020 August 18","Mayo","%","38.7"
"Staying Local Indicator","2020 August 18","Roscommon","%","41.9"
"Staying Local Indicator","2020 August 18","Dublin","%","68.6"
"Staying Local Indicator","2020 August 18","Kildare","%","55.3"
"Staying Local Indicator","2020 August 18","Meath","%","50.6"
"Staying Local Indicator","2020 August 18","Wicklow","%","51.8"
"Staying Local Indicator","2020 August 18","Clare","%","43.5"
"Staying Local Indicator","2020 August 18","Carlow","%","41.8"
"Staying Local Indicator","2020 August 18","Kilkenny","%","48.5"
"Staying Local Indicator","2020 August 18","Tipperary","%","44.4"
"Staying Local Indicator","2020 August 18","Wexford","%","43.8"
"Staying Local Indicator","2020 August 18","Kerry","%","40.8"
"Staying Local Indicator","2020 August 18","Cork","%","50.3"
"Staying Local Indicator","2020 August 18","Galway","%","46.1"
"Staying Local Indicator","2020 August 18","Limerick","%","53.2"
"Staying Local Indicator","2020 August 18","Waterford","%","52.7"
"Staying Local Indicator","2020 August 19","State","%","54"
"Staying Local Indicator","2020 August 19","Cavan","%","45.4"
"Staying Local Indicator","2020 August 19","Donegal","%","43.2"
"Staying Local Indicator","2020 August 19","Leitrim","%","42.7"
"Staying Local Indicator","2020 August 19","Louth","%","56.1"
"Staying Local Indicator","2020 August 19","Monaghan","%","47.2"
"Staying Local Indicator","2020 August 19","Sligo","%","42.9"
"Staying Local Indicator","2020 August 19","Laois","%","50"
"Staying Local Indicator","2020 August 19","Longford","%","46.6"
"Staying Local Indicator","2020 August 19","Offaly","%","49.6"
"Staying Local Indicator","2020 August 19","Westmeath","%","51.6"
"Staying Local Indicator","2020 August 19","Mayo","%","38.6"
"Staying Local Indicator","2020 August 19","Roscommon","%","41.7"
"Staying Local Indicator","2020 August 19","Dublin","%","68.6"
